"ID","Author_year","Latitude","Longitude","MAT","MAP","Climate_zone","Forest_type","Leaf_habit","Management_type","Sub_management","Time_since","Severity_level","Severity","Season","Residue","Repeat","Age","Regen","C_rep_n","T_rep_n","C_SR","T_SR","C_Rh","T_Rh","C_Ra","T_Ra","C_Ts","T_Ts","C_SM","T_SM","C_BD","T_BD","C_Clay","T_Clay","C_Silt","T_Silt","C_Sand","T_Sand","C_pH","T_pH","C_SOC","T_SOC","C_SON","T_SON","C_TC","T_TC","C_TN","T_TN","C_CN","T_CN","C_DOC","T_DOC","C_DON","T_DON","C_FRB","T_FRB","C_CRB","T_CRB","C_FRP","T_FRP","C_CRP","T_CRP","C_MBC","T_MBC","C_MBN","T_MBN","C_LAI","T_LAI","C_FF","T_FF","C_LF","T_LF","C_AGB","T_AGB","C_BGB","T_BGB","Wt","ln_SR","ln_Rh","ln_Ra","ln_Ts","ln_SM","ln_BD","ln_Clay","ln_Silt","ln_Sand","ln_pH","ln_SOC","ln_SON","ln_TC","ln_TN","ln_CN","ln_DOC","ln_DON","ln_FRB","ln_CRB","ln_FRP","ln_CRP","ln_MBC","ln_MBN","ln_LAI","ln_FF","ln_LF","ln_AGB","ln_BGB"
89,"Takakai et al. (2008)",62.32,129.5,-10,230,"Boreal","Needleleaf","Deciduous","Clearcut","NA",4.5,"NA","NA","Winter","N","N","NA","natural",1,1,2.86,2.81,NA,NA,NA,NA,9.01,11.43,0.24,0.41,NA,NA,NA,NA,NA,NA,NA,NA,4.95,5.29,NA,NA,NA,NA,389,520,13.6,15.2,31.3,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.0176371414861067,NA,NA,0.237906406186473,0.535518236356362,NA,NA,NA,NA,0.0664306692896091,NA,NA,0.290249467957027,0.111225635110224,0.186041996907858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"Tang et al. (2009)",45.8709,-90.17537,3.9,896,"Temperate","Broadleaf","Deciduous","Clearcut","Prescribed burn",1,"NA","NA","NA","N","Y","1","None",1,1,3.38,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.106018194076797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"Tang et al. (2009)",45.87017,-90.07699,3.9,896,"Temperate","Broadleaf","Deciduous","Clearcut","NA",1,"NA","NA","NA","N","N","1","None",1,1,3.38,4.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.173406193136002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"Tang et al. (2009)",45.87421,-90.16995,3.9,896,"Temperate","Broadleaf","Deciduous","Clearcut","NA",1,"NA","NA","NA","Y","N","1","None",1,1,3.38,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.268263986594679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"Tang et al. (2009)",45.89176,-90.11872,3.9,896,"Temperate","Broadleaf","Deciduous","Clearcut","NA",3,"NA","NA","NA","N","N","3","natural",1,1,3.38,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,8500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.268263986594679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.211309093667207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.535518236356362,NA,NA,NA,NA
91,"Toland & Zak (1994)",44.8,-85.8,7.2,810,"Temperate","Broadleaf","Deciduous","Clearcut","NA",0.3,"S","NA","NA","Y","N","NA","None",1,1,487,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.0419348654136925,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00729930248161154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"Toland & Zak (1994)",44.8,-85.8,7.2,810,"Temperate","Broadleaf","Deciduous","Clearcut","NA",0.3,"S","NA","NA","Y","N","NA","None",1,1,469,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.0106045532487971,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00729930248161154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"Tufekcioglu et al. (2010a)",41.35,33.7,8.5,597,"Temperate","Needleleaf","Evergreen","Prescribed burn","NA",0.5,"Low","low","Summer","NA","N","27.5","NA",4,4,377,435,NA,NA,NA,NA,13.7,14.3,13.7,14.3,NA,NA,NA,NA,NA,NA,NA,NA,6.72,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5450,4940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.143100843640673,NA,NA,0.0428637044317825,0.0428637044317825,NA,NA,NA,NA,0.0479394622891191,NA,NA,NA,NA,NA,NA,NA,-0.0982502774753215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"Tufekcioglu et al. (2010b)",40.86,26.7,14.3,570,"Mediterranean","Needleleaf","Evergreen","Prescribed burn","NA",1,"Low","low","Summer","NA","N","25","NA",3,3,1.19,1.48,NA,NA,NA,NA,15.6,17.7,14.6,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3204,3772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.218088780652586,NA,NA,0.126293725324292,-0.123794217346664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163205335565098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"Wang et al. (2013)",31.6,109.02,15.5,1005.7,"Temperate","Needleleaf","Deciduous","Thinning","NA",11,"NA","NA","NA","N","Y","NA","NA",3,3,46.8,46.8,28.7,32.1,8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.2,231.1,NA,NA,1.5,0,0.111958907370395,0.0953101798043249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189530516663034,NA
94,"Wang et al. (2013)",31.6,109.02,15.5,1005.7,"Temperate","Needleleaf","Deciduous","Thinning","NA",12,"NA","NA","NA","N","Y","NA","NA",3,3,44.9,44.6,22.7,30.7,7.6,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-0.00670393572219022,0.301897730105795,0.088107267510267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"Wang et al. (2013)",31.6,109.02,15.5,1005.7,"Temperate","Needleleaf","Deciduous","Thinning","NA",13,"NA","NA","NA","N","Y","NA","NA",3,3,44.8,44.8,27.7,30.9,7.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0,0.109323770710407,0.113328685307003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"Wang et al. (2018)",30.3,119.54,15.9,1854,"Subtropical","Needleleaf","Evergreen","Clearcut","NA",0.5,"S","NA","Winter","Y","N","22","natural",3,3,201.65,170.55,NA,NA,NA,NA,17.98,18.75,28.41,25.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.3,NA,NA,NA,NA,1.5,-0.167505012454722,NA,NA,0.0419337233729457,-0.127065690827331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0741079721537217,NA,NA
95,"Wang et al. (2018)",30.3,119.54,15.9,1854,"Subtropical","Needleleaf","Evergreen","Clearcut","NA",1.5,"S","NA","Winter","Y","N","23","natural",3,3,169.1,191.14,NA,NA,NA,NA,15.89,16.43,22.06,19.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.015,NA,NA,NA,NA,1.5,0.122515887933499,NA,NA,0.0334189515005521,-0.100035742942038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.60517018598809,NA,NA
95,"Wang et al. (2018)",30.3,119.54,15.9,1854,"Subtropical","Needleleaf","Evergreen","Clearcut","NA",2.5,"S","NA","Winter","Y","N","24","natural",3,3,164.16,190.73,NA,NA,NA,NA,15,15.71,23.48,22.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.150017253405931,NA,NA,0.0462472511653198,-0.0619297746912507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"Wang et al. (2018)",30.3,119.54,15.9,1854,"Subtropical","Needleleaf","Evergreen","Clearcut","Prescribed burn",0.5,"S","NA","Winter","N","N","22","planting",3,3,201.65,146.86,NA,NA,NA,NA,17.98,19.72,28.41,22.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.2,NA,NA,NA,NA,1.5,-0.317053769295913,NA,NA,0.0923733201310151,-0.227022942531114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94591014905531,NA,NA
95,"Wang et al. (2018)",30.3,119.54,15.9,1854,"Subtropical","Needleleaf","Evergreen","Clearcut","Prescribed burn",1.5,"S","NA","Winter","N","N","23","planting",3,3,169.1,224.1,NA,NA,NA,NA,15.89,17.33,22.06,18.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.015,NA,NA,NA,NA,1.5,0.281602124902347,NA,NA,0.08674912317889,-0.190697425134785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.60517018598809,NA,NA
95,"Wang et al. (2018)",30.3,119.54,15.9,1854,"Subtropical","Needleleaf","Evergreen","Clearcut","Prescribed burn",2.5,"S","NA","Winter","N","N","24","planting",3,3,164.16,214.83,NA,NA,NA,NA,15,16.15,23.48,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.269005455704553,NA,NA,0.0738698485664555,-0.106402133099667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"Want et al. (2019)",31.6,119.02,15.5,1005.7,"Subtropical","Needleleaf","Evergreen","Thinning","NA",7,"Moderate","30% trees","NA","NA","N","26","planting",3,3,822,964,518,606,304,358,14.17,14.36,24.12,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,195,NA,NA,551,519,NA,NA,NA,NA,NA,NA,118,99,NA,NA,NA,NA,1.5,0.159350899554366,0.156904743809831,0.163505284994479,0.0133195099174891,0.0237618717749467,NA,NA,NA,NA,NA,NA,NA,NA,-0.0855221734381621,NA,NA,NA,NA,NA,0.382650430341993,NA,-0.0598309259870258,NA,NA,NA,-0.175564774331075,NA,NA
96,"Want et al. (2019)",31.6,119.02,15.5,1005.7,"Subtropical","Needleleaf","Evergreen","Thinning","NA",7,"High","70% trees","NA","NA","N","26","planting",3,3,822,1167,518,737,304,431,14.17,14.34,24.12,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,282,NA,NA,551,697,NA,NA,NA,NA,NA,NA,118,48,NA,NA,NA,NA,1.5,0.350451237230376,0.352612649929853,0.349080388697526,0.0119257814688852,0.0107217521941407,NA,NA,NA,NA,NA,NA,NA,NA,-0.0333364202675918,NA,NA,NA,NA,NA,0.75155794271636,NA,0.235050601607609,NA,NA,NA,-0.899483613557774,NA,NA
97,"Weber et al. (1990)",46,-77.42,4.3,821.7,"Boreal","Needleleaf","Evergreen","Clearcut","NA",0.2,"NA","NA","NA","NA","N","NA","NA",2,2,4802,4517,NA,NA,NA,NA,NA,NA,134,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0611844411265944,NA,NA,NA,-0.302719949816321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Weber et al. (1990)",46,-77.42,4.3,821.7,"Boreal","Needleleaf","Evergreen","Clearcut","NA",1.2,"NA","NA","NA","NA","N","NA","NA",2,2,5335,4458,NA,NA,NA,NA,NA,NA,110,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.17958864979004,NA,NA,NA,-0.356674943938732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Weber et al. (1990)",46,-77.42,4.3,821.7,"Boreal","Needleleaf","Evergreen","Clearcut","NA",2.2,"NA","NA","NA","NA","N","NA","NA",2,2,4924,4738,NA,NA,NA,NA,NA,NA,110,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0385061025856133,NA,NA,NA,-0.234572247137833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Weber et al. (1990)",46,-77.42,4.3,821.7,"Boreal","Needleleaf","Evergreen","Clearcut","NA",0.2,"NA","NA","NA","NA","N","NA","NA",2,2,4802,4589,NA,NA,NA,NA,NA,NA,134,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0453703623863651,NA,NA,NA,-0.312872321280339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Weber et al. (1990)",46,-77.42,4.3,821.7,"Boreal","Needleleaf","Evergreen","Clearcut","NA",1.2,"NA","NA","NA","NA","N","NA","NA",2,2,5335,4539,NA,NA,NA,NA,NA,NA,110,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.161582161279388,NA,NA,NA,-0.356674943938732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Weber et al. (1990)",46,-77.42,4.3,821.7,"Boreal","Needleleaf","Evergreen","Clearcut","NA",2.2,"NA","NA","NA","NA","N","NA","NA",2,2,4924,4889,NA,NA,NA,NA,NA,NA,110,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.00713342472569858,NA,NA,NA,-0.0953101798043249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Weber et al. (1990)",46,-77.42,4.3,821.7,"Boreal","Needleleaf","Evergreen","Prescribed burn","NA",0.2,"NA","NA","NA","NA","N","NA","NA",2,2,4802,4234,NA,NA,NA,NA,NA,NA,134,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.125885325086388,NA,NA,NA,-0.234400705838844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Weber et al. (1990)",46,-77.42,4.3,821.7,"Boreal","Needleleaf","Evergreen","Prescribed burn","NA",1.2,"NA","NA","NA","NA","N","NA","NA",2,2,5335,5115,NA,NA,NA,NA,NA,NA,110,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0421114853501268,NA,NA,NA,-0.146603474191875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Weber et al. (1990)",46,-77.42,4.3,821.7,"Boreal","Needleleaf","Evergreen","Prescribed burn","NA",2.2,"NA","NA","NA","NA","N","NA","NA",2,2,4924,4952,NA,NA,NA,NA,NA,NA,110,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00567032706008795,NA,NA,NA,0.10354067894084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Weber et al. (1990)",46,-77.42,4.3,821.7,"Boreal","Needleleaf","Evergreen","Prescribed burn","NA",0.2,"NA","NA","NA","NA","N","NA","NA",2,2,4802,4426,NA,NA,NA,NA,NA,NA,134,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0815362561702035,NA,NA,NA,-0.282719283109652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Weber et al. (1990)",46,-77.42,4.3,821.7,"Boreal","Needleleaf","Evergreen","Prescribed burn","NA",1.2,"NA","NA","NA","NA","N","NA","NA",2,2,5335,4886,NA,NA,NA,NA,NA,NA,110,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.087914911918168,NA,NA,NA,-0.0657513775627804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Weber et al. (1990)",46,-77.42,4.3,821.7,"Boreal","Needleleaf","Evergreen","Prescribed burn","NA",2.2,"NA","NA","NA","NA","N","NA","NA",2,2,4924,5033,NA,NA,NA,NA,NA,NA,110,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0218950194720159,NA,NA,NA,-0.0370412716803491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"Webster et al. (2016)",47.7,-83.6,2,827,"Boreal","Needleleaf","Evergreen","Clearcut","NA",1.5,"S","NA","Winter","Y","N","NA","planting",5,5,3.29,2.25,NA,NA,NA,NA,11.9,16.2,3.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.2,0.12,0.11,NA,NA,NA,NA,20.9,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,-0.379957348560952,NA,NA,0.308472842120855,0.732887509209459,NA,NA,NA,NA,NA,-0.167054084663166,-0.0870113769896297,NA,NA,-0.0591305232268225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"Webster et al. (2016)",47.7,-83.6,2,827,"Boreal","Needleleaf","Evergreen","Clearcut","NA",1.5,"S","full tree biomass","Winter","N","N","NA","planting",5,5,3.29,2.16,NA,NA,NA,NA,11.9,16.6,3.7,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.1,0.12,0.11,NA,NA,NA,NA,20.9,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,-0.420779343081207,NA,NA,0.332864295245014,0.651761964397091,NA,NA,NA,NA,NA,-0.213574100298059,-0.0870113769896297,NA,NA,-0.0693346934010641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"Webster et al. (2016)",47.7,-83.6,2,827,"Boreal","Needleleaf","Evergreen","Clearcut","NA",1.5,"WT","full tree biomass + stump","Winter","N","N","NA","planting",5,5,3.29,1.67,NA,NA,NA,NA,11.9,16.7,3.7,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2,0.12,0.1,NA,NA,NA,NA,20.9,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,-0.678063938348617,NA,NA,0.338870319305226,0.831733343846092,NA,NA,NA,NA,NA,-0.262364264467491,-0.182321556793955,NA,NA,-0.0642195927342936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"Webster et al. (2016)",47.7,-83.6,2,827,"Boreal","Needleleaf","Evergreen","Clearcut","NA",1.5,"WT","full tree biomass + stump + forest floor","Winter","N","N","NA","planting",5,5,3.29,0.4,NA,NA,NA,NA,11.9,19.2,3.7,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,1.9,0.12,0.1,NA,NA,NA,NA,20.9,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,-2.10717829665144,NA,NA,0.478371878916252,1.33784197773394,NA,NA,NA,NA,NA,-0.313657558855042,-0.182321556793955,NA,NA,-0.143837220698985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
