"ID","Author_year","Latitude","Longitude","MAT","MAP","Climate_zone","Forest_type","Leaf_habit","Management_type","Sub_management","Time_since","Severity_level","Severity","Season","Residue","Repeat","Age","Regen","C_rep_n","T_rep_n","C_SR","T_SR","C_Rh","T_Rh","C_Ra","T_Ra","C_Ts","T_Ts","C_SM","T_SM","C_BD","T_BD","C_Clay","T_Clay","C_Silt","T_Silt","C_Sand","T_Sand","C_pH","T_pH","C_SOC","T_SOC","C_SON","T_SON","C_TC","T_TC","C_TN","T_TN","C_CN","T_CN","C_DOC","T_DOC","C_DON","T_DON","C_FRB","T_FRB","C_CRB","T_CRB","C_FRP","T_FRP","C_CRP","T_CRP","C_MBC","T_MBC","C_MBN","T_MBN","C_LAI","T_LAI","C_FF","T_FF","C_LF","T_LF","C_AGB","T_AGB","C_BGB","T_BGB","Wt","ln_SR","ln_Rh","ln_Ra","ln_Ts","ln_SM","ln_BD","ln_Clay","ln_Silt","ln_Sand","ln_pH","ln_SOC","ln_SON","ln_TC","ln_TN","ln_CN","ln_DOC","ln_DON","ln_FRB","ln_CRB","ln_FRP","ln_CRP","ln_MBC","ln_MBN","ln_LAI","ln_FF","ln_LF","ln_AGB","ln_BGB"
1,"Adji et al. (2014)",-2.207222,113.916667,26.2,2540,"Tropical","Broadleaf","Evergreen","Prescribed burn","NA",2,"NA","NA","NA","NA","Y","NA","NA",1,1,340,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-1.14681439048599,NA,NA,NA,NA,NA,NA,NA,NA,0.133531392624523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Adji et al. (2014)",-2.207222,113.916667,26.2,2540,"Tropical","Broadleaf","Evergreen","Prescribed burn","flood",2,"NA","NA","NA","NA","Y","NA","NA",2,2,195,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0152674721307884,NA,NA,NA,NA,NA,NA,NA,NA,0.0273989741881146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Akburak & Makineci (2016)",41.15,28.99,12.7,1111.4,"Temperate","Broadleaf","Deciduous","Thinning","NA",0.5,"High","50%BA","NA","NA","N","NA","NA",2,2,1.59,1.76,NA,NA,NA,NA,14.4,15.73,36.62,36.3,NA,NA,NA,NA,NA,NA,NA,NA,5.13,4.8,5.82,5.81,0.24,0.25,NA,NA,NA,NA,24.93,24.16,NA,NA,NA,NA,799.45,1071.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.61,420.09,NA,NA,NA,NA,NA,NA,1,0.10157979281792,NA,NA,0.0883415104882315,-0.00877679797555962,NA,NA,NA,NA,-0.066489741268833,-0.0017196908795267,0.0408219945202552,NA,NA,-0.0313735244688522,NA,NA,0.292489436557606,NA,NA,NA,NA,NA,NA,-0.257763103951314,NA,NA,NA
2,"Akburak & Makineci (2016)",41.15,28.99,12.7,1111.4,"Temperate","Broadleaf","Deciduous","Thinning","NA",1.5,"High","50%BA","NA","NA","N","NA","NA",2,2,1.85,1.77,NA,NA,NA,NA,13.97,14.45,32.01,31.52,NA,NA,NA,NA,NA,NA,NA,NA,5.35,4.93,4.6,4.88,0.28,0.27,NA,NA,NA,NA,17.82,19.35,NA,NA,NA,NA,546.12,609.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.51,333.41,NA,NA,NA,NA,NA,NA,1,-0.0442060925044957,NA,NA,0.0337822412895706,-0.0154260889920933,NA,NA,NA,NA,-0.0817575728533164,0.0590889163700066,-0.0363676441708748,NA,NA,0.0823709974331276,NA,NA,0.109127308225709,NA,NA,NA,NA,NA,NA,-0.280827705976049,NA,NA,NA
3,"Aosaar et al. (2019)",58.35,27.1,4,673,"Boreal","Broadleaf","Deciduous","Clearcut","NA",0.2,"S","S","Spring","Y","N","21","natural",1,1,5179,3438,2720,1905,2459,1533,13.6,13.6,46.2,46.9,0.73,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.409722080481097,-0.356149871729242,-0.472528163344378,0,0.0150378773645405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Aosaar et al. (2019)",58.35,27.1,4,673,"Boreal","Broadleaf","Deciduous","Clearcut","NA",1.2,"S","S","Spring","Y","N","22","natural",1,1,4750,4431,2351,1721,2399,2710,14.3,14.2,39,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.0695193258291974,-0.31193525232853,0.121896651034052,-0.00701757265864665,0.165079750359449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Aosaar et al. (2019)",58.35,27.1,4,673,"Boreal","Broadleaf","Deciduous","Clearcut","NA",2.2,"S","S","Spring","Y","N","23","natural",1,1,5829,4362,2614,1687,3215,2675,11.5,11.3,40.2,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.289914791283975,-0.437929811638199,-0.183877977341613,-0.0175443096509094,0.0765924454813837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Aosaar et al. (2019)",58.28,27.28,4,673,"Boreal","Broadleaf","Deciduous","Clearcut","NA",0.2,"S","S","Spring","Y","N","32","natural",1,1,5372,3344,3493,1505,1879,1839,13.2,13.5,29.2,45.8,0.98,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,11.1,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.474032583438536,-0.841968067623856,-0.0215177748091443,0.0224728558520586,0.450115381845903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384219999494428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Aosaar et al. (2019)",58.28,27.28,4,673,"Boreal","Broadleaf","Deciduous","Clearcut","NA",1.2,"S","S","Spring","Y","N","33","natural",1,1,8809,6404,4382,3009,4427,3395,12.6,12.4,29.5,48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.31885113099319,-0.375897443525367,-0.265418392739345,-0.0160003413464411,0.505387133135052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91019206645323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Aosaar et al. (2019)",58.28,27.28,4,673,"Boreal","Broadleaf","Deciduous","Clearcut","NA",2.2,"S","S","Spring","Y","N","34","natural",1,1,8042,5684,4245,2410,3797,3274,11,10.5,29.4,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.347022598240228,-0.566115072260747,-0.148198802300722,-0.0465200156348928,0.366153687893276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2314603877915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Aubrey et al. (2012)",31.25,-84.5,NA,1310,"Tropical","Needleleaf","Evergreen","Prescribed burn","NA",0.5,"Moderate","80% of forage","Summer","NA","Y","NA","NA",4,4,1062.99,951.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.04,12.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.110359973313077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"Bautisata et al. (2021)",39.068,-1.245389,12.8,466,"Mediterranean","Broadleaf","Evergreen","Thinning","NA",0.5,"High","41% of BA","Spring","Y","N","40+","NA",1,1,2.34,2.26,NA,NA,NA,NA,11.27,10.68,19.8,18.95,NA,NA,NA,NA,NA,NA,NA,NA,8.06,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2109,NA,NA,NA,NA,NA,NA,NA,0.5,-0.0347861160854155,NA,NA,-0.0537714945196362,-0.0438780061720543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"Bautisata et al. (2021)",39.068,-1.245389,12.8,466,"Mediterranean","Broadleaf","Evergreen","Thinning","NA",1.5,"High","41% of BA","Spring","Y","N","40+","NA",1,1,2.09,1.77,NA,NA,NA,NA,12.22,12.09,13.81,11.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.166184519390982,NA,NA,-0.010695289116748,-0.150536653486702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"Bautisata et al. (2021)",39.068,-1.245389,12.8,466,"Mediterranean","Broadleaf","Evergreen","Thinning","NA",3.5,"High","41% of BA","Spring","Y","N","40+","NA",1,1,2.39,1.78,NA,NA,NA,NA,12.86,11.83,14.12,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.294680001639426,NA,NA,-0.0834830408191778,-0.129895759454105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"Bautisata et al. (2021)",39.708056,-0.456944,14,342,"Mediterranean","Needleleaf","Evergreen","Thinning","NA",1.5,"High","74% of BA","NA","Y","N","20","NA",1,1,2.15,1.72,NA,NA,NA,NA,15.97,17.87,8.17,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.24,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2052,5111,NA,NA,NA,NA,NA,NA,0.5,-0.22314355131421,NA,NA,0.112411366944416,-0.404853300196759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912580152477619,NA,NA,NA
5,"Bautisata et al. (2021)",39.708056,-0.456944,14,342,"Mediterranean","Needleleaf","Evergreen","Thinning","NA",3.5,"High","74% of BA","NA","Y","N","21","NA",1,1,3.26,2.54,NA,NA,NA,NA,15.92,17.05,13.18,11.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.249563114348171,NA,NA,0.0685740233132889,-0.179896578339773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"Brando et al. (2016)",-12.69,-55.36,25,1800,"Tropical","Needleleaf","Evergreen","Prescribed burn","NA",0.58,"Low","68% burn","Summer","Y","N","NA","NA",6,6,6.8,6.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4.1,NA,NA,3.18,2.94,120.37,99.61,NA,NA,3,-0.10209787002301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.115069329784787,NA,-0.0784716154414953,-0.189307771234569,NA
6,"Brando et al. (2016)",-12.69,-55.36,25,1800,"Tropical","Needleleaf","Evergreen","Prescribed burn","NA",0.58,"Low","88% burn","Summer","Y","N","NA","NA",6,6,6.8,6.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,3.5,NA,NA,2.18,3.37,120.37,115.47,NA,NA,3,-0.0827424270700539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.273293334999681,NA,0.435587867563273,-0.041559576427879,NA
7,"Campbell et al. (2009)",39.45,-120.62,12,950,"Mediterranean","Needleleaf","Evergreen","Thinning","NA",3,"High","50% od BA","NA","N","N","NA","NA",4,4,4,3.77,308,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,0.089,2.425,0.9921,0.0468,0.072,0.101,0.036,NA,NA,NA,NA,4.532,0.941,NA,NA,2.54,2.21,11.7,12.3,2.52,1.0811,2,-0.0592193596599712,-0.2578291093021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0652405218684011,-0.893762894715727,0.430782916092454,-1.03160157838515,NA,NA,-1.57197548256252,NA,-0.139171565500784,0.0500104205746614,-0.846279860206743
7,"Campbell et al. (2009)",39.45,-120.62,12,950,"Mediterranean","Needleleaf","Evergreen","Thinning","NA",16,"High","50% od BA","NA","N","N","NA","NA",4,4,4,4.43,308,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,0.114,2.425,1.7,0.0468,0.046,0.101,0.088,NA,NA,NA,NA,4.532,1.45,NA,NA,2.54,2.35,11.7,11.3,2.52,1.814,2,0.102105222937154,-0.336472236621213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182321556793955,-0.355203273327276,-0.0172418064345061,-0.137783702363053,NA,NA,-1.13959978673328,NA,-0.0777487528743776,-0.0347861160854154,-0.328724549830387
8,"Chang et al. (2016)",41.7333,1.65,12,600,"Mediterranean","Broadleaf","Evergreen","Thinning","NA",0.5,"Moderate","25% BA thin","Spring","NA","N","6","NA",3,3,0.424,0.31,NA,NA,NA,NA,NA,NA,8.65,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-0.313161157752766,NA,NA,NA,-0.357501048901038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"Chang et al. (2016)",41.7333,1.65,12,600,"Mediterranean","Broadleaf","Evergreen","Thinning","NA",1.2,"Moderate","25% BA thin","Spring","NA","N","7","NA",3,3,0.325,0.389,NA,NA,NA,NA,NA,NA,9.69,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,3.3,NA,NA,NA,NA,1.5,0.179754161288709,NA,NA,NA,-0.297013399880665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72923911224672,NA,NA
8,"Chang et al. (2016)",41.7333,1.65,12,600,"Mediterranean","Broadleaf","Evergreen","Thinning","NA",2.5,"Moderate","25% BA thin","Spring","NA","N","8","NA",3,3,0.608,0.455,NA,NA,NA,NA,NA,NA,11.26,7.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.04,27.71,NA,NA,NA,NA,1.5,-0.289877463015216,NA,NA,NA,-0.402361580899742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0118387032915023,NA,NA
8,"Chang et al. (2016)",41.7333,1.65,12,600,"Mediterranean","Broadleaf","Evergreen","Thinning","NA",3.5,"Moderate","25% BA thin","Spring","NA","N","9","NA",3,3,0.842,0.625,NA,NA,NA,NA,NA,NA,12.96,9.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.29,26.28,NA,NA,NA,NA,1.5,-0.298028364505925,NA,NA,NA,-0.286653794726215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164670046218632,NA,NA
8,"Chang et al. (2016)",41.7333,1.65,12,600,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",0.5,"Moderate","25% BA thin","Spring","NA","N","6","NA",3,3,0.354,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.289798475358159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"Chang et al. (2016)",41.7333,1.65,12,600,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",1.2,"Moderate","25% BA thin","Spring","NA","N","7","NA",3,3,0.234,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83,2.29,NA,NA,NA,NA,1.5,0.879733136140357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.514312985626406,NA,NA
8,"Chang et al. (2016)",41.7333,1.65,12,600,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",2.5,"Moderate","25% BA thin","Spring","NA","N","8","NA",3,3,0.513,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39,4.22,NA,NA,NA,NA,1.5,-0.0216757254790404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.687205392431194,NA,NA
8,"Chang et al. (2016)",41.7333,1.65,12,600,"Mediterranean","Broadleaf","Deciduous","Thinning","NA",3.5,"Moderate","25% BA thin","Spring","NA","N","9","NA",3,3,0.716,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.28,12.71,NA,NA,NA,NA,1.5,0.0179935650480125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.363418480824641,NA,NA
9,"Chen al. (2023)",38.533333,100.25,1.6,385,"Temperate","Needleleaf","Evergreen","Thinning","NA",18,"Moderate","20% thin","NA","N","N","NA","NA",9,9,1.83,2.17,NA,NA,NA,NA,1.86,1.52,0.21,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.170411200699039,NA,NA,-0.201866152866925,0.0465200156348929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"Chen al. (2023)",38.533333,100.25,1.6,385,"Temperate","Needleleaf","Evergreen","Thinning","NA",19,"Moderate","20% thin","NA","N","N","NA","NA",9,9,1.97,2.03,NA,NA,NA,NA,1.81,1.37,0.2,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.0300022503037987,NA,NA,-0.278516105437701,0.0487901641694318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"Chen al. (2023)",38.533333,100.25,1.6,385,"Temperate","Needleleaf","Evergreen","Thinning","NA",20,"Moderate","20% thin","NA","N","N","NA","NA",9,9,1.83,1.98,NA,NA,NA,NA,0.84,0.22,0.21,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.32,88.21,NA,NA,311.01,354.56,NA,NA,NA,NA,NA,NA,561.33,641.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.0787808778531142,NA,NA,-1.339774345485,0.0465200156348929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0775193169598658,NA,0.131052518115734,NA,NA,NA,0.133562568095664,NA,NA,NA,NA,NA,NA
9,"Chen al. (2023)",38.533333,100.25,1.6,385,"Temperate","Needleleaf","Evergreen","Thinning","NA",18,"High","40% thin","NA","N","N","NA","NA",9,9,1.83,2.34,NA,NA,NA,NA,1.86,1.05,0.21,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.24583496251628,NA,NA,-0.571786323555678,0.0465200156348929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"Chen al. (2023)",38.533333,100.25,1.6,385,"Temperate","Needleleaf","Evergreen","Thinning","NA",19,"High","40% thin","NA","N","N","NA","NA",9,9,1.97,2.29,NA,NA,NA,NA,1.81,1.12,0.2,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.150518274816251,NA,NA,-0.479998159970731,0.139761942375159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"Chen al. (2023)",38.533333,100.25,1.6,385,"Temperate","Needleleaf","Evergreen","Thinning","NA",20,"High","40% thin","NA","N","N","NA","NA",9,9,1.83,2.18,NA,NA,NA,NA,0.84,0.11,0.21,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.32,93.07,NA,NA,311.01,427.31,NA,NA,NA,NA,NA,NA,561.33,730.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.175008909947668,NA,NA,-2.03292152604494,0.0909717782057268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0238877540329222,NA,0.317684679134534,NA,NA,NA,0.263297052440934,NA,NA,NA,NA,NA,NA
10,"Cheng et al. (2015)",36.52,112.02,8.6,657,"Temperate","Needleleaf","Evergreen","Thinning","NA",2,"Low","law; 20% of stem","Spring","N","N","19","NA",3,3,2.29,2.48,1.82,1.81,0.49,0.69,13.3,14.5,15.2,15.6,1.21,1.11,NA,NA,NA,NA,NA,NA,6.71,6.72,7.31,9.2,NA,NA,NA,NA,1.2,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.0797067426107426,-0.00550965581096958,0.342286206486633,0.0863846141988206,0.0259754864032607,-0.0862603442844069,NA,NA,NA,0.00148920355146761,0.229960210293307,NA,NA,0.0953101798043249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
